Name,Description,Image,DNA,edition,Date,Artist,Type,Accessories,Manufacturer,Compiler,Developer
CSM #69,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/69,c310d8bd5eb022b44dd3889c6f72061bf73d9345,69,1635280158725,alwoenie,Male Humanoid,"Big_Beard, Snapback",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #109,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/109,c6b63cb74124d91278514f8e9d935bac9a15975b,109,1635281329348,alwoenie,Female Humanoid,"Eyes_Blue_Terminate, Hot_Lipstick, Red_Beret",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #77,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/77,4a3080b75873ca6a3cc5700cc4f0e4ff4a50458e,77,1635280442319,alwoenie,Male Humanoid,"Earring, Bandana, Clown_Eye_Green",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #107,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/107,345d2e35501ad542f73e9a6df4bd233c6a29205f,107,1635280527925,alwoenie,Male Humanoid,"Big_Beard, Police_Cap",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #78,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/78,19f4dfe3b2226c90bbd429e9833ae4aa7d8769fb,78,1635281335419,alwoenie,Female Humanoid,"Blue_Eye_Shadow, Brown_Fedora",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #82,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/82,8501555e592fc9abb2c5683b75872c6750df4140,82,1635281237583,alwoenie,Female Humanoid,"Rosy_Cheeks, Earring, Knitted_Cap, Cigarette",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #84,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/84,b080992c04b6bd1ffed42a62eeaf7c3d0ef21863,84,1635281224665,alwoenie,Female Humanoid,"Purple_Eye_Shadow, Knitted_Cap",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #108,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/108,966e1d80d86fa535e3797c6dbf1f442c643bbb22,108,1635280545485,alwoenie,Male Humanoid,"Handlebars, Do_Rag, Cigar",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #110,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/110,97b0d2a20e4645fafefed9798e4702f9e2c0eeba,110,1635280827755,alwoenie,Male Humanoid,"Big_Beard, Snapback, VR",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #85,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/85,7431813956f82b14a6ab20a6040dc40554975d03,85,1635279983076,alwoenie,Male Humanoid,Clown_Hair_Green,Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #92,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/92,77613d2fe66bc453671186525c337c98f937089c,92,1635280802631,alwoenie,Male Humanoid,"Brown_Fedora, Big_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #88,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/88,477fb05b1c85900d7aaa610669d4249567e98bdf,88,1635281395037,alwoenie,Mechanical_Ape,"Gold_Chain, Mohawk_Dark, VR",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #132,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/132,1fb28a3fb943f5453fb61e3bb43d6aea1b5d9948,132,1635280119427,alwoenie,Male Humanoid,"Earring, Normal_Beard, Do_Rag, VR",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #98,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/98,5e9bfbce74e54472f176fe6462111ca606bfa3ec,98,1635280058358,alwoenie,Male Humanoid,"Rosy_Cheeks, Fu_Manchu, White_Fedora",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #99,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/99,e2b56242a77ea69555524067d5bc131d009e8c1b,99,1635280313845,alwoenie,Male Humanoid,"Handlebars, Top_Hat",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #126,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/126,ec96153c3a1a8b7996680575dfa5d50f9a46098c,126,1635280513723,alwoenie,Male Humanoid,"Mole, Silver_Chain, Goat, Mohawk_Thin",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #111,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/111,56541091ca9cd339dbed8272c7eebe8ca76bf834,111,1635280189092,alwoenie,Male Humanoid,"Earring, Normal_Beard, Top_Hat",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #122,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/122,c6f385101b78d91126b07395836d278b046e7ad2,122,1635280196555,alwoenie,Male Humanoid,"Normal_Beard, Frumpy_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #113,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/113,3d25978a4e4539394ee476f15b62b63cfbc12d64,113,1635280325169,alwoenie,Male Humanoid,"Amish_Hat, Nerd_Glasses",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #94,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/94,c87aad8321171b60aa58260b78a6fb8df961933b,94,1635280116050,alwoenie,Male Humanoid,"Amish_Hat, 3D_Glasses",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #93,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/93,fa96d6f0ccf61b42620585dd410d25f32387ef47,93,1635280385398,alwoenie,Male Humanoid,"Gold_Chain, Shadow_Beard, Folded_Bandana, Clown_Eye_Blue",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #123,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/123,eacda4e0acaad1bf312bd6ef4bf1cad1bfd853d0,123,1635280109987,alwoenie,Male Humanoid,"Rosy_Cheeks, Big_Beard, Vampire_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #95,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/95,15043696362d5f81a915cec5647e3827cb734e7c,95,1635279976589,alwoenie,Male Humanoid,"Normal_Beard_Black, Sombrero",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #102,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/102,5cbb16dd73c7f8dffbd7c700c6f040ec1edcef4a,102,1635280284635,alwoenie,Male Humanoid,"Amish_Hat, Eye_Patch",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #103,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/103,f82bd0b731c84d9d1b310d8929028e62597740ec,103,1635280674102,alwoenie,Male Humanoid,"Handlebars, Vampire_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #139,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/139,950ff5af11a436d8dd294982e577b3f5e0e83b88,139,1635280718042,alwoenie,Male Humanoid,"Trenchcoat, Fu_Manchu, Headband",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #100,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/100,bbfef8af3d17b5a8de84b1d840a472954778fd6d,100,1635281038786,alwoenie,Female Humanoid,"Black_Lipstick, Earring, Straight_Hair, Nerd_Glasses",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #114,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/114,e111e350e5118cde700b2d95c4804ead3a52b79f,114,1635281264802,alwoenie,Female Humanoid,"Crazy_Hair, VR",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #115,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/115,ca99d67c1c15ec5f63b19e82cb92f583c8710f69,115,1635280365028,alwoenie,Male Humanoid,"Top_Hat, Big_Shades, Cigar",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #117,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/117,2e167816cbcf1331ea5a8355cee60224aaf5be74,117,1635279902153,alwoenie,Male Humanoid,"Smile, Beanie",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #116,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/116,6a135290e6b1ecf3c3728973aa9a10af7a69c975,116,1635281349758,alwoenie,Female Humanoid,"Blue_Eye_Shadow, Messy_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #118,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/118,c0510b509e3c040edc03e8fa5318c75aecec97de,118,1635279999744,alwoenie,Male Humanoid,"Luxurious_Beard, Red_Beret, Safety_Goggles, Vape",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #125,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/125,893214a9aab22dd9b6c816476de45b08d073760c,125,1635280758276,alwoenie,Male Humanoid,"Luxurious_Beard, Mohawk_Brown, Laser_Shades, Face_Mask",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #127,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/127,056edfc4ceeb97262649ea218587be50fac201a6,127,1635279902648,alwoenie,Male Humanoid,"Fu_Manchu, Cap",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #128,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/128,1eefc537c1ea5a78677ca603445b80ce2643fb1a,128,1635280377288,alwoenie,Male Humanoid,"Gold_Chain, Horseshoe_Dark, Brown_Fedora",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #130,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/130,dcc2041c4f5d3ba5908eb45312f3a92b7569c8b3,130,1635280638635,alwoenie,Male Humanoid,"Smile, Vampire_Hair, VR, Pipe",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #136,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/136,09a74e55d8531b8b5c0648d7909994f313df057b,136,1635280110897,alwoenie,Male Humanoid,"Spots, Sombrero",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #124,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/124,2218e5ea72d189dff10353b6c6b069c7ef9bde22,124,1635280726093,alwoenie,Male Humanoid,"Front_Beard_Dark, Beanie, 3D_Glasses",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #135,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/135,b64bde5b106942fe3a45140c0dfc9409027bc041,135,1635281225604,alwoenie,Female Humanoid,"Hot_Lipstick, Straight_Hair_Dark, Face_Mask",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #138,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/138,2216240d814a812b51506b40ce4ac66724032db9,138,1635280068031,alwoenie,Male Humanoid,"Normal_Beard_Black, Messy_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #121,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/121,2d667cdc7dfa6766ca367ea6b1cf7f205859f21d,121,1635280861997,alwoenie,Female Humanoid,"Purple_Eye_Shadow, Silver_Chain, Earring, Half_Shaved",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #131,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/131,cfef576e5b68c8c1c40151f570992153362f4894,131,1635280603889,alwoenie,Male Humanoid,"Shadow_Beard, Do_Rag",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #140,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/140,d87be592c8457f43877f278742782ccaeb91506b,140,1635280311909,alwoenie,Male Humanoid,"Mole, Mustache, Frumpy_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #119,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/119,b4afeca352d007e062cf78ca820359a3828470c3,119,1635281120906,alwoenie,Female Humanoid,"Gold_Chain, Clown_Hair_Green, Cigar",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #147,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/147,5bf1dad85b9935f69433cb1db58d70b3f322fed2,147,1635279999958,alwoenie,Male Humanoid,"Horseshoe_Dark, Purple_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #152,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/152,feb40ab82af957c863b4db5ddad197fbaba14745,152,1635280904839,alwoenie,Female Humanoid,"Silver_Chain, Earring, Flat_Cap, 3D_Glasses",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #151,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/151,9b5c2a0a3822907dcee309cb1744ce19eb02a19d,151,1635280870767,alwoenie,Female Humanoid,"Black_Lipstick, Earring, White_Fedoora, Eye_Patch",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #161,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/161,697564b426e245ee1854cad1d32cffc5f6ee2871,161,1635281398986,alwoenie,Mechanical_Ape,Knitted_Cap,Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #133,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/133,73cfb5ac4c0f45529e0b6b85e72240beaaae70cf,133,1635280833564,alwoenie,Male Humanoid,"Luxurious_Beard, Folded_Bandana",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #150,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/150,0187bac77b7ff57f12e0ba0ee18961fb418c40fd,150,1635281060198,alwoenie,Female Humanoid,"Rosy_Cheeks, Earring, Folded_Bandana",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #129,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/129,495df7d28d2bae872cfd5f38eb60e898001a98ec,129,1635280028828,alwoenie,Male Humanoid,"Gold_Chain, Red_Beret",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #148,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/148,53251da91c1a34ba7626a3c521beeb44753058ad,148,1635281174481,alwoenie,Female Humanoid,"Mole, Red_Beret, Classic_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #141,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/141,2435ec88b9fad4171c7df5c56c1725fc350da062,141,1635280537704,alwoenie,Male Humanoid,"Top_Hat, Classic_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #145,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/145,08799c2425337977828240a643b916861ba54cb6,145,1635280761547,alwoenie,Male Humanoid,"Mohawk_Dark, Clown_Eye_Blue",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #134,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/134,15bf1e40d5363df9f542fc44a73a27accd16ec41,134,1635280547850,alwoenie,Male Humanoid,"Mole, Gold_Chain, Knitted_Cap",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #143,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/143,17193c63270c1b09eb4df01c17aac5554a3aea0b,143,1635280528586,alwoenie,Male Humanoid,"Gold_Chain, Mohawk_Dark, Eye_Patch",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #146,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/146,35de150ab71cb09751fb9a9d112a1fc7f749b9e9,146,1635280143838,alwoenie,Male Humanoid,"Silver_Chain, Do_Rag",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #45,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/45,396aa418be215a9883e43bcd147948665032aa33,45,1635280956268,alwoenie,Female Humanoid,"Hot_Lipstick, Red_Beret, Laser_Shades, Cigar",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #157,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/157,089bcfc3b6f26ce956f73f895271bd16db16645c,157,1635281145441,alwoenie,Female Humanoid,"Hot_Lipstick, Gold_Chain, Mohawk_Dark, Eye_Patch",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #142,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/142,47086a10642ab11c222307c7fedf3bda1e2bcf04,142,1635281137081,alwoenie,Female Humanoid,"Blue_Eye_Shadow, Choker, Earring, Orange_Side",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #144,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/144,d9a50f668177d0e560d4ca1074986f84ceab18c8,144,1635281267857,alwoenie,Female Humanoid,"Eyes_Blue_Terminate, Silver_Chain, Hot_Lipstick, Bald",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #153,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/153,908eeead4988312b9378b971dcbde428c6d47056,153,1635280693833,alwoenie,Male Humanoid,"Mole, Goat, Fedora, Small_Shades",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #167,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/167,e959ea00229887a6f6ccf2440ff37c5da1c76b97,167,1635280882862,alwoenie,Female Humanoid,"Purple_Lipstick, Dark_Hair",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #155,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/155,16743b01990fc54e64af4d3a8420502ce2d9671e,155,1635280496895,alwoenie,Male Humanoid,"Gold_Chain, Front_Beard, Fishermans_Hat",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
CSM #163,Non-Fungible Cyborg-Assassins Symbolizing the Fight for The Open Metaverse.,https://mint.etherminators.com/media/png/163,f2816b2512e80671258d40993a1693d3d39ff071,163,1635281393524,alwoenie,Mechanical_Ape,"Bald, Eye_Patch",Cryptodyne Systems,HashLips Art Engine - @NFTChef Fork,NFTChef
